randomtestadventurer.c:
Testing Adventurer...
Seed: 1635127377, test failed, incorrect number of cards in hand.
Seed: 1632772517, test failed, incorrect number of cards in hand.
Seed: 1586499922, test failed, incorrect number of cards in hand.
Seed: 657541578, test failed, incorrect number of cards in hand.
Seed: 1609419625, test failed, incorrect number of cards in hand.
Seed: 797373776, test failed, incorrect number of cards in hand.
Seed: 1092317691, test failed, incorrect number of cards in hand.
Seed: 1494225653, test failed, incorrect number of cards in hand.
Seed: 1097688349, test failed, incorrect number of cards in hand.
Seed: 1936837990, test failed, incorrect number of cards in hand.
Seed: 413589352, test failed, incorrect number of cards in hand.
Seed: 853553468, test failed, incorrect number of cards in hand.
Seed: 1983338473, test failed, incorrect number of cards in hand.
Seed: 1562083551, test failed, incorrect number of cards in hand.
Seed: 670768936, test failed, incorrect number of cards in hand.
Seed: 1871794887, test failed, incorrect number of cards in hand.
Seed: 758295887, test failed, incorrect number of cards in hand.
Seed: 1276551779, test failed, incorrect number of cards in hand.
Seed: 501531815, test failed, incorrect number of cards in hand.
Seed: 1695148648, test failed, incorrect number of cards in hand.
Seed: 367870843, test failed, incorrect number of cards in hand.
Seed: 1490588958, test failed, incorrect number of cards in hand.
Seed: 1191255115, test failed, incorrect number of cards in hand.
Seed: 2004290666, test failed, incorrect number of cards in hand.
Seed: 1754402156, test failed, incorrect number of cards in hand.
Seed: 904155665, test failed, incorrect number of cards in hand.
Seed: 1877922187, test failed, incorrect number of cards in hand.
Seed: 1944526720, test failed, incorrect number of cards in hand.
Seed: 964891953, test failed, incorrect number of cards in hand.
Seed: 1339263086, test failed, incorrect number of cards in hand.
Seed: 124904406, test failed, incorrect number of cards in hand.
Seed: 1375300590, test failed, incorrect number of cards in hand.
Seed: 358517320, test failed, incorrect number of cards in hand.
Seed: 1670858215, test failed, incorrect number of cards in hand.
Seed: 1595576507, test failed, incorrect number of cards in hand.
Seed: 731372360, test failed, incorrect number of cards in hand.
Seed: 621294584, test failed, incorrect number of cards in hand.
Seed: 1808817656, test failed, incorrect number of cards in hand.
Seed: 1966514927, test failed, incorrect number of cards in hand.
Seed: 2050195516, test failed, incorrect number of cards in hand.
Seed: 1753740336, test failed, incorrect number of cards in hand.
Seed: 1848922171, test failed, incorrect number of cards in hand.
Seed: 329837202, test failed, incorrect number of cards in hand.
Seed: 586096095, test failed, incorrect number of cards in hand.
Seed: 126130415, test failed, incorrect number of cards in hand.
Seed: 140071667, test failed, incorrect number of cards in hand.
Seed: 747888751, test failed, incorrect number of cards in hand.
Seed: 2068387367, test failed, incorrect number of cards in hand.
Seed: 1089758867, test failed, incorrect number of cards in hand.
Seed: 1761076719, test failed, incorrect number of cards in hand.
Seed: 412932830, test failed, incorrect number of cards in hand.
Seed: 1139954589, test failed, incorrect number of cards in hand.
Seed: 998450287, test failed, incorrect number of cards in hand.
Seed: 1410978637, test failed, incorrect number of cards in hand.
Seed: 146107381, test failed, incorrect number of cards in hand.
Seed: 795320828, test failed, incorrect number of cards in hand.
Seed: 1261369085, test failed, incorrect number of cards in hand.
Seed: 1493239473, test failed, incorrect number of cards in hand.
Seed: 1477957234, test failed, incorrect number of cards in hand.
Seed: 1776899507, test failed, incorrect number of cards in hand.
Seed: 360829508, test failed, incorrect number of cards in hand.
Seed: 788211738, test failed, incorrect number of cards in hand.
Seed: 1908343711, test failed, incorrect number of cards in hand.
Seed: 1010258252, test failed, incorrect number of cards in hand.
Seed: 335547992, test failed, incorrect number of cards in hand.
Seed: 411004677, test failed, incorrect number of cards in hand.
Seed: 2051161195, test failed, incorrect number of cards in hand.
Seed: 406449861, test failed, incorrect number of cards in hand.
Seed: 618510950, test failed, incorrect number of cards in hand.
Seed: 1948670555, test failed, incorrect number of cards in hand.
Seed: 1800473042, test failed, incorrect number of cards in hand.
Seed: 156520042, test failed, incorrect number of cards in hand.
Seed: 1063098827, test failed, incorrect number of cards in hand.
Seed: 1206991127, test failed, incorrect number of cards in hand.
Seed: 1794978066, test failed, incorrect number of cards in hand.
Seed: 567266126, test failed, incorrect number of cards in hand.
Seed: 1615977222, test failed, incorrect number of cards in hand.
Seed: 1902005346, test failed, incorrect number of cards in hand.
Seed: 1342301630, test failed, incorrect number of cards in hand.
Seed: 412039925, test failed, incorrect number of cards in hand.
Seed: 777285117, test failed, incorrect number of cards in hand.
Seed: 1641706817, test failed, incorrect number of cards in hand.
Seed: 187967371, test failed, incorrect number of cards in hand.
Seed: 177812341, test failed, incorrect number of cards in hand.
Seed: 1103360570, test failed, incorrect number of cards in hand.
Seed: 345513177, test failed, incorrect number of cards in hand.
Seed: 267075328, test failed, incorrect number of cards in hand.
Seed: 1787065588, test failed, incorrect number of cards in hand.
Seed: 1227560202, test failed, incorrect number of cards in hand.
Seed: 227019051, test failed, incorrect number of cards in hand.
Seed: 739469575, test failed, incorrect number of cards in hand.
Seed: 77973164, test failed, incorrect number of cards in hand.
Seed: 257036389, test failed, incorrect number of cards in hand.
Seed: 571990984, test failed, incorrect number of cards in hand.
Seed: 181474018, test failed, incorrect number of cards in hand.
Seed: 379334332, test failed, incorrect number of cards in hand.
Seed: 2023249443, test failed, incorrect number of cards in hand.
Seed: 1568921001, test failed, incorrect number of cards in hand.
Seed: 866549934, test failed, incorrect number of cards in hand.
Seed: 1592391211, test failed, incorrect number of cards in hand.
Seed: 1465745072, test failed, incorrect number of cards in hand.
Seed: 1622855873, test failed, incorrect number of cards in hand.
Seed: 314018387, test failed, incorrect number of cards in hand.
Seed: 109138694, test failed, incorrect number of cards in hand.
Seed: 1516034639, test failed, incorrect number of cards in hand.
Seed: 1663627952, test failed, incorrect number of cards in hand.
Seed: 693449024, test failed, incorrect number of cards in hand.
Seed: 874284845, test failed, incorrect number of cards in hand.
Seed: 1954400706, test failed, incorrect number of cards in hand.
Seed: 2124432008, test failed, incorrect number of cards in hand.
Seed: 1620165328, test failed, incorrect number of cards in hand.
Seed: 1356903552, test failed, incorrect number of cards in hand.
Seed: 2111356131, test failed, incorrect number of cards in hand.
Seed: 53477275, test failed, incorrect number of cards in hand.
Seed: 941592700, test failed, incorrect number of cards in hand.
Seed: 1788770392, test failed, incorrect number of cards in hand.
Seed: 359154316, test failed, incorrect number of cards in hand.
Seed: 214935498, test failed, incorrect number of cards in hand.
Seed: 2010523359, test failed, incorrect number of cards in hand.
Seed: 942062982, test failed, incorrect number of cards in hand.
Seed: 1769912104, test failed, incorrect number of cards in hand.
Seed: 1031395145, test failed, incorrect number of cards in hand.
Seed: 1234379363, test failed, incorrect number of cards in hand.
Seed: 2005018204, test failed, incorrect number of cards in hand.
Seed: 1070487430, test failed, incorrect number of cards in hand.
Seed: 1324850055, test failed, incorrect number of cards in hand.
Seed: 1483305934, test failed, incorrect number of cards in hand.
Seed: 185441212, test failed, incorrect number of cards in hand.
Seed: 1983833685, test failed, incorrect number of cards in hand.
Seed: 160667374, test failed, incorrect number of cards in hand.
Seed: 681246197, test failed, incorrect number of cards in hand.
Seed: 1241704707, test failed, incorrect number of cards in hand.
Seed: 604469050, test failed, incorrect number of cards in hand.
Seed: 1556191061, test failed, incorrect number of cards in hand.
Seed: 1769293800, test failed, incorrect number of cards in hand.
Seed: 1544441337, test failed, incorrect number of cards in hand.
Seed: 2090053047, test failed, incorrect number of cards in hand.
Seed: 1707104190, test failed, incorrect number of cards in hand.
Seed: 835282309, test failed, incorrect number of cards in hand.
Seed: 732217325, test failed, incorrect number of cards in hand.
Seed: 41421443, test failed, incorrect number of cards in hand.
Seed: 1723611416, test failed, incorrect number of cards in hand.
Seed: 2129419348, test failed, incorrect number of cards in hand.
Seed: 2016147203, test failed, incorrect number of cards in hand.
Seed: 77206329, test failed, incorrect number of cards in hand.
Seed: 1405488772, test failed, incorrect number of cards in hand.
Seed: 1029767399, test failed, incorrect number of cards in hand.
Seed: 1828495222, test failed, incorrect number of cards in hand.
Seed: 261875901, test failed, incorrect number of cards in hand.
Seed: 1006647482, test passed.
Seed: 465002012, test failed, incorrect number of cards in hand.
Seed: 2145890304, test failed, incorrect number of cards in hand.
Seed: 1389458650, test failed, incorrect number of cards in hand.
Seed: 1683230287, test failed, incorrect number of cards in hand.
Seed: 611620442, test failed, incorrect number of cards in hand.
Seed: 654935564, test failed, incorrect number of cards in hand.
Seed: 1093184507, test failed, incorrect number of cards in hand.
Seed: 473405352, test failed, incorrect number of cards in hand.
Seed: 374711454, test failed, incorrect number of cards in hand.
Seed: 1056974757, test failed, incorrect number of cards in hand.
Seed: 1786089937, test failed, incorrect number of cards in hand.
Seed: 781649985, test failed, incorrect number of cards in hand.
Seed: 1695887570, test failed, incorrect number of cards in hand.
Seed: 647616911, test failed, incorrect number of cards in hand.
